hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,all-transactions,quarterly,MSA,"Newark, NJ-PA (MSAD)",35084,2023,2,328.4,
traditional,all-transactions,quarterly,MSA,"New Bern, NC",35100,2023,1,282.19,
traditional,all-transactions,quarterly,MSA,"New Bern, NC",35100,2023,2,282.72,
traditional,all-transactions,quarterly,MSA,"New Brunswick-Lakewood, NJ (MSAD)",35154,2023,1,358.57,
traditional,all-transactions,quarterly,MSA,"New Brunswick-Lakewood, NJ (MSAD)",35154,2023,2,374.8,
traditional,all-transactions,quarterly,MSA,"New Haven-Milford, CT",35300,2023,1,266.45,
traditional,all-transactions,quarterly,MSA,"New Haven-Milford, CT",35300,2023,2,278.97,
traditional,all-transactions,quarterly,MSA,"New Orleans-Metairie, LA",35380,2023,1,308.55,
traditional,all-transactions,quarterly,MSA,"New Orleans-Metairie, LA",35380,2023,2,307.32,
traditional,all-transactions,quarterly,MSA,"New York-Jersey City-White Plains, NY-NJ (MSAD)",35614,2023,1,361.06,
traditional,all-transactions,quarterly,MSA,"New York-Jersey City-White Plains, NY-NJ (MSAD)",35614,2023,2,371.76,
traditional,all-transactions,quarterly,MSA,"Niles, MI",35660,2023,1,283.28,
traditional,all-transactions,quarterly,MSA,"Niles, MI",35660,2023,2,299.79,
traditional,all-transactions,quarterly,MSA,"North Port-Sarasota-Bradenton, FL",35840,2023,1,496.11,
traditional,all-transactions,quarterly,MSA,"North Port-Sarasota-Bradenton, FL",35840,2023,2,499.85,
traditional,all-transactions,quarterly,MSA,"Norwich-New London, CT",35980,2023,1,288.79,
traditional,all-transactions,quarterly,MSA,"Norwich-New London, CT",35980,2023,2,294.68,
traditional,all-transactions,quarterly,MSA,"Oakland-Berkeley-Livermore, CA (MSAD)",36084,2023,1,465.69,
traditional,all-transactions,quarterly,MSA,"Oakland-Berkeley-Livermore, CA (MSAD)",36084,2023,2,483.7,
traditional,all-transactions,quarterly,MSA,"Ocala, FL",36100,2023,1,367.05,
traditional,all-transactions,quarterly,MSA,"Ocala, FL",36100,2023,2,383.58,
traditional,all-transactions,quarterly,MSA,"Ocean City, NJ",36140,2023,1,492.82,
traditional,all-transactions,quarterly,MSA,"Ocean City, NJ",36140,2023,2,506.42,
traditional,all-transactions,quarterly,MSA,"Odessa, TX",36220,2023,1,336.86,
traditional,all-transactions,quarterly,MSA,"Odessa, TX",36220,2023,2,347.78,
traditional,all-transactions,quarterly,MSA,"Ogden-Clearfield, UT",36260,2023,1,406.83,
traditional,all-transactions,quarterly,MSA,"Ogden-Clearfield, UT",36260,2023,2,414.77,
traditional,all-transactions,quarterly,MSA,"Oklahoma City, OK",36420,2023,1,313.28,
traditional,all-transactions,quarterly,MSA,"Oklahoma City, OK",36420,2023,2,323.78,
traditional,all-transactions,quarterly,MSA,"Olympia-Lacey-Tumwater, WA",36500,2023,1,385.96,
traditional,all-transactions,quarterly,MSA,"Olympia-Lacey-Tumwater, WA",36500,2023,2,390.11,
traditional,all-transactions,quarterly,MSA,"Omaha-Council Bluffs, NE-IA",36540,2023,1,303.28,
traditional,all-transactions,quarterly,MSA,"Omaha-Council Bluffs, NE-IA",36540,2023,2,315.1,
traditional,all-transactions,quarterly,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2023,1,414.69,
traditional,all-transactions,quarterly,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2023,2,422.12,
traditional,all-transactions,quarterly,MSA,"Oshkosh-Neenah, WI",36780,2023,1,274.38,
traditional,all-transactions,quarterly,MSA,"Oshkosh-Neenah, WI",36780,2023,2,281.26,
traditional,all-transactions,quarterly,MSA,"Owensboro, KY",36980,2023,1,267.24,
traditional,all-transactions,quarterly,MSA,"Owensboro, KY",36980,2023,2,276.19,
traditional,all-transactions,quarterly,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2023,1,432.81,
traditional,all-transactions,quarterly,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2023,2,433.46,
traditional,all-transactions,quarterly,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2023,1,438.79,
traditional,all-transactions,quarterly,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2023,2,444.89,
traditional,all-transactions,quarterly,MSA,"Panama City, FL",37460,2023,1,396.16,
traditional,all-transactions,quarterly,MSA,"Panama City, FL",37460,2023,2,414.91,
traditional,all-transactions,quarterly,MSA,"Parkersburg-Vienna, WV",37620,2023,1,240.09,
traditional,all-transactions,quarterly,MSA,"Parkersburg-Vienna, WV",37620,2023,2,253.1,
traditional,all-transactions,quarterly,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2023,1,384.66,
traditional,all-transactions,quarterly,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2023,2,395.78,
traditional,all-transactions,quarterly,MSA,"Peoria, IL",37900,2023,1,208.17,
traditional,all-transactions,quarterly,MSA,"Peoria, IL",37900,2023,2,214.33,
traditional,all-transactions,quarterly,MSA,"Philadelphia, PA (MSAD)",37964,2023,1,358.22,
traditional,all-transactions,quarterly,MSA,"Philadelphia, PA (MSAD)",37964,2023,2,363.89,
traditional,all-transactions,quarterly,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2023,1,473.48,
traditional,all-transactions,quarterly,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2023,2,483.13,
traditional,all-transactions,quarterly,MSA,"Pine Bluff, AR",38220,2023,1,211.7,
traditional,all-transactions,quarterly,MSA,"Pine Bluff, AR",38220,2023,2,257.61,
traditional,all-transactions,quarterly,MSA,"Pittsburgh, PA",38300,2023,1,283.08,
traditional,all-transactions,quarterly,MSA,"Pittsburgh, PA",38300,2023,2,297.67,
traditional,all-transactions,quarterly,MSA,"Pittsfield, MA",38340,2023,1,321.34,
traditional,all-transactions,quarterly,MSA,"Pittsfield, MA",38340,2023,2,327.98,
traditional,all-transactions,quarterly,MSA,"Pocatello, ID",38540,2023,1,389.84,
traditional,all-transactions,quarterly,MSA,"Pocatello, ID",38540,2023,2,382.65,
traditional,all-transactions,quarterly,MSA,"Portland-South Portland, ME",38860,2023,1,427.68,
traditional,all-transactions,quarterly,MSA,"Portland-South Portland, ME",38860,2023,2,444.8,
traditional,all-transactions,quarterly,MSA,"Portland-Vancouver-Hillsboro, OR-WA",38900,2023,1,424.4,
traditional,all-transactions,quarterly,MSA,"Portland-Vancouver-Hillsboro, OR-WA",38900,2023,2,438.82,
traditional,all-transactions,quarterly,MSA,"Port St. Lucie, FL",38940,2023,1,443.67,
traditional,all-transactions,quarterly,MSA,"Port St. Lucie, FL",38940,2023,2,455.82,
traditional,all-transactions,quarterly,MSA,"Poughkeepsie-Newburgh-Middletown, NY",39100,2023,1,316.65,
traditional,all-transactions,quarterly,MSA,"Poughkeepsie-Newburgh-Middletown, NY",39100,2023,2,326.0,
traditional,all-transactions,quarterly,MSA,"Prescott Valley-Prescott, AZ",39150,2023,1,406.65,
traditional,all-transactions,quarterly,MSA,"Prescott Valley-Prescott, AZ",39150,2023,2,414.93,
traditional,all-transactions,quarterly,MSA,"Providence-Warwick, RI-MA",39300,2023,1,361.51,
traditional,all-transactions,quarterly,MSA,"Providence-Warwick, RI-MA",39300,2023,2,376.41,
traditional,all-transactions,quarterly,MSA,"Provo-Orem, UT",39340,2023,1,403.02,
traditional,all-transactions,quarterly,MSA,"Provo-Orem, UT",39340,2023,2,411.03,
traditional,all-transactions,quarterly,MSA,"Pueblo, CO",39380,2023,1,362.25,
traditional,all-transactions,quarterly,MSA,"Pueblo, CO",39380,2023,2,357.93,
traditional,all-transactions,quarterly,MSA,"Punta Gorda, FL",39460,2023,1,438.69,
traditional,all-transactions,quarterly,MSA,"Punta Gorda, FL",39460,2023,2,443.74,
traditional,all-transactions,quarterly,MSA,"Racine, WI",39540,2023,1,271.36,
traditional,all-transactions,quarterly,MSA,"Racine, WI",39540,2023,2,276.44,
traditional,all-transactions,quarterly,MSA,"Raleigh-Cary, NC",39580,2023,1,332.18,
traditional,all-transactions,quarterly,MSA,"Raleigh-Cary, NC",39580,2023,2,348.03,
traditional,all-transactions,quarterly,MSA,"Rapid City, SD",39660,2023,1,419.59,
traditional,all-transactions,quarterly,MSA,"Rapid City, SD",39660,2023,2,438.46,
traditional,all-transactions,quarterly,MSA,"Reading, PA",39740,2023,1,261.75,
traditional,all-transactions,quarterly,MSA,"Reading, PA",39740,2023,2,270.4,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2023,1,315.85,
traditional,all-transactions,quarterly,MSA,"Redding, CA",39820,2023,2,322.0,
traditional,all-transactions,quarterly,MSA,"Reno, NV",39900,2023,1,364.14,
traditional,all-transactions,quarterly,MSA,"Reno, NV",39900,2023,2,375.38,
traditional,all-transactions,quarterly,MSA,"Richmond, VA",40060,2023,1,336.97,
traditional,all-transactions,quarterly,MSA,"Richmond, VA",40060,2023,2,347.38,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2023,1,454.4,
traditional,all-transactions,quarterly,MSA,"Riverside-San Bernardino-Ontario, CA",40140,2023,2,463.38,
traditional,all-transactions,quarterly,MSA,"Roanoke, VA",40220,2023,1,281.15,
traditional,all-transactions,quarterly,MSA,"Roanoke, VA",40220,2023,2,297.09,
traditional,all-transactions,quarterly,MSA,"Rochester, MN",40340,2023,1,301.27,
traditional,all-transactions,quarterly,MSA,"Rochester, MN",40340,2023,2,320.76,
traditional,all-transactions,quarterly,MSA,"Rochester, NY",40380,2023,1,242.34,
traditional,all-transactions,quarterly,MSA,"Rochester, NY",40380,2023,2,257.62,
traditional,all-transactions,quarterly,MSA,"Rockford, IL",40420,2023,1,187.68,
traditional,all-transactions,quarterly,MSA,"Rockford, IL",40420,2023,2,203.75,
traditional,all-transactions,quarterly,MSA,"Rockingham County-Strafford County, NH (MSAD)",40484,2023,1,413.44,
traditional,all-transactions,quarterly,MSA,"Rockingham County-Strafford County, NH (MSAD)",40484,2023,2,437.75,
traditional,all-transactions,quarterly,MSA,"Rocky Mount, NC",40580,2023,1,232.01,
traditional,all-transactions,quarterly,MSA,"Rocky Mount, NC",40580,2023,2,237.83,
traditional,all-transactions,quarterly,MSA,"Rome, GA",40660,2023,1,301.87,
traditional,all-transactions,quarterly,MSA,"Rome, GA",40660,2023,2,313.76,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,2023,1,378.57,
traditional,all-transactions,quarterly,MSA,"Sacramento-Roseville-Folsom, CA",40900,2023,2,396.07,
traditional,all-transactions,quarterly,MSA,"Saginaw, MI",40980,2023,1,216.17,
traditional,all-transactions,quarterly,MSA,"Saginaw, MI",40980,2023,2,235.99,
traditional,all-transactions,quarterly,MSA,"St. Cloud, MN",41060,2023,1,307.33,
traditional,all-transactions,quarterly,MSA,"St. Cloud, MN",41060,2023,2,328.29,
traditional,all-transactions,quarterly,MSA,"St. George, UT",41100,2023,1,351.23,
traditional,all-transactions,quarterly,MSA,"St. George, UT",41100,2023,2,350.68,
traditional,all-transactions,quarterly,MSA,"St. Joseph, MO-KS",41140,2023,1,267.19,
traditional,all-transactions,quarterly,MSA,"St. Joseph, MO-KS",41140,2023,2,294.35,
traditional,all-transactions,quarterly,MSA,"St. Louis, MO-IL",41180,2023,1,270.54,
traditional,all-transactions,quarterly,MSA,"St. Louis, MO-IL",41180,2023,2,283.25,
traditional,all-transactions,quarterly,MSA,"Salem, OR",41420,2023,1,391.2,
traditional,all-transactions,quarterly,MSA,"Salem, OR",41420,2023,2,406.43,
traditional,all-transactions,quarterly,MSA,"Salinas, CA",41500,2023,1,401.6,
traditional,all-transactions,quarterly,MSA,"Salinas, CA",41500,2023,2,423.68,
traditional,all-transactions,quarterly,MSA,"Salisbury, MD-DE",41540,2023,1,340.75,
traditional,all-transactions,quarterly,MSA,"Salisbury, MD-DE",41540,2023,2,348.24,
traditional,all-transactions,quarterly,MSA,"Salt Lake City, UT",41620,2023,1,446.72,
traditional,all-transactions,quarterly,MSA,"Salt Lake City, UT",41620,2023,2,456.5,
traditional,all-transactions,quarterly,MSA,"San Angelo, TX",41660,2023,1,353.54,
traditional,all-transactions,quarterly,MSA,"San Angelo, TX",41660,2023,2,343.21,
traditional,all-transactions,quarterly,MSA,"San Antonio-New Braunfels, TX",41700,2023,1,371.13,
traditional,all-transactions,quarterly,MSA,"San Antonio-New Braunfels, TX",41700,2023,2,374.93,
traditional,all-transactions,quarterly,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2023,1,500.81,
traditional,all-transactions,quarterly,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2023,2,520.58,
traditional,all-transactions,quarterly,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2023,1,467.61,
traditional,all-transactions,quarterly,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2023,2,485.63,
traditional,all-transactions,quarterly,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2023,1,500.53,
traditional,all-transactions,quarterly,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2023,2,534.58,
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2023,1,458.31,
traditional,all-transactions,quarterly,MSA,"San Luis Obispo-Paso Robles, CA",42020,2023,2,466.09,
traditional,all-transactions,quarterly,MSA,"San Rafael, CA (MSAD)",42034,2023,1,393.71,
traditional,all-transactions,quarterly,MSA,"San Rafael, CA (MSAD)",42034,2023,2,415.25,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2023,1,427.62,
traditional,all-transactions,quarterly,MSA,"Santa Cruz-Watsonville, CA",42100,2023,2,447.26,
traditional,all-transactions,quarterly,MSA,"Santa Fe, NM",42140,2023,1,310.73,
traditional,all-transactions,quarterly,MSA,"Santa Fe, NM",42140,2023,2,313.2,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,2023,1,429.06,
traditional,all-transactions,quarterly,MSA,"Santa Maria-Santa Barbara, CA",42200,2023,2,447.54,
traditional,all-transactions,quarterly,MSA,"Santa Rosa-Petaluma, CA",42220,2023,1,395.88,
traditional,all-transactions,quarterly,MSA,"Santa Rosa-Petaluma, CA",42220,2023,2,415.76,
traditional,all-transactions,quarterly,MSA,"Savannah, GA",42340,2023,1,391.66,
traditional,all-transactions,quarterly,MSA,"Savannah, GA",42340,2023,2,419.24,
traditional,all-transactions,quarterly,MSA,"Scranton--Wilkes-Barre, PA",42540,2023,1,255.29,
traditional,all-transactions,quarterly,MSA,"Scranton--Wilkes-Barre, PA",42540,2023,2,259.04,
traditional,all-transactions,quarterly,MSA,"Seattle-Bellevue-Kent, WA (MSAD)",42644,2023,1,493.98,
traditional,all-transactions,quarterly,MSA,"Seattle-Bellevue-Kent, WA (MSAD)",42644,2023,2,509.08,
traditional,all-transactions,quarterly,MSA,"Sebastian-Vero Beach, FL",42680,2023,1,418.5,
traditional,all-transactions,quarterly,MSA,"Sebastian-Vero Beach, FL",42680,2023,2,419.56,
traditional,all-transactions,quarterly,MSA,"Sebring-Avon Park, FL",42700,2023,1,385.58,
traditional,all-transactions,quarterly,MSA,"Sebring-Avon Park, FL",42700,2023,2,398.9,
traditional,all-transactions,quarterly,MSA,"Sheboygan, WI",43100,2023,1,270.69,
traditional,all-transactions,quarterly,MSA,"Sheboygan, WI",43100,2023,2,299.26,
traditional,all-transactions,quarterly,MSA,"Sherman-Denison, TX",43300,2023,1,416.35,
traditional,all-transactions,quarterly,MSA,"Sherman-Denison, TX",43300,2023,2,420.52,
traditional,all-transactions,quarterly,MSA,"Shreveport-Bossier City, LA",43340,2023,1,240.41,
traditional,all-transactions,quarterly,MSA,"Shreveport-Bossier City, LA",43340,2023,2,236.71,
traditional,all-transactions,quarterly,MSA,"Sierra Vista-Douglas, AZ",43420,2023,1,283.65,
traditional,all-transactions,quarterly,MSA,"Sierra Vista-Douglas, AZ",43420,2023,2,292.29,
traditional,all-transactions,quarterly,MSA,"Sioux City, IA-NE-SD",43580,2023,1,287.91,
traditional,all-transactions,quarterly,MSA,"Sioux City, IA-NE-SD",43580,2023,2,291.37,
traditional,all-transactions,quarterly,MSA,"Sioux Falls, SD",43620,2023,1,327.58,
traditional,all-transactions,quarterly,MSA,"Sioux Falls, SD",43620,2023,2,341.3,
traditional,all-transactions,quarterly,MSA,"South Bend-Mishawaka, IN-MI",43780,2023,1,278.78,
traditional,all-transactions,quarterly,MSA,"South Bend-Mishawaka, IN-MI",43780,2023,2,291.27,
traditional,all-transactions,quarterly,MSA,"Spartanburg, SC",43900,2023,1,304.04,
traditional,all-transactions,quarterly,MSA,"Spartanburg, SC",43900,2023,2,292.73,
traditional,all-transactions,quarterly,MSA,"Spokane-Spokane Valley, WA",44060,2023,1,395.27,
traditional,all-transactions,quarterly,MSA,"Spokane-Spokane Valley, WA",44060,2023,2,399.85,
traditional,all-transactions,quarterly,MSA,"Springfield, IL",44100,2023,1,190.71,
traditional,all-transactions,quarterly,MSA,"Springfield, IL",44100,2023,2,200.12,
traditional,all-transactions,quarterly,MSA,"Springfield, MA",44140,2023,1,303.51,
traditional,all-transactions,quarterly,MSA,"Springfield, MA",44140,2023,2,306.34,
traditional,all-transactions,quarterly,MSA,"Springfield, MO",44180,2023,1,272.35,
traditional,all-transactions,quarterly,MSA,"Springfield, MO",44180,2023,2,282.85,
traditional,all-transactions,quarterly,MSA,"Springfield, OH",44220,2023,1,242.63,
traditional,all-transactions,quarterly,MSA,"Springfield, OH",44220,2023,2,250.11,
traditional,all-transactions,quarterly,MSA,"State College, PA",44300,2023,1,313.07,
traditional,all-transactions,quarterly,MSA,"State College, PA",44300,2023,2,325.88,
traditional,all-transactions,quarterly,MSA,"Staunton, VA",44420,2023,1,319.99,
traditional,all-transactions,quarterly,MSA,"Staunton, VA",44420,2023,2,310.07,
traditional,all-transactions,quarterly,MSA,"Stockton, CA",44700,2023,1,356.99,
traditional,all-transactions,quarterly,MSA,"Stockton, CA",44700,2023,2,364.24,
traditional,all-transactions,quarterly,MSA,"Sumter, SC",44940,2023,1,283.34,
traditional,all-transactions,quarterly,MSA,"Sumter, SC",44940,2023,2,294.42,
traditional,all-transactions,quarterly,MSA,"Syracuse, NY",45060,2023,1,260.28,
traditional,all-transactions,quarterly,MSA,"Syracuse, NY",45060,2023,2,275.13,
traditional,all-transactions,quarterly,MSA,"Tacoma-Lakewood, WA (MSAD)",45104,2023,1,434.45,
traditional,all-transactions,quarterly,MSA,"Tacoma-Lakewood, WA (MSAD)",45104,2023,2,451.72,
traditional,all-transactions,quarterly,MSA,"Tallahassee, FL",45220,2023,1,309.58,
traditional,all-transactions,quarterly,MSA,"Tallahassee, FL",45220,2023,2,317.35,
traditional,all-transactions,quarterly,MSA,"Tampa-St. Petersburg-Clearwater, FL",45300,2023,1,513.2,
traditional,all-transactions,quarterly,MSA,"Tampa-St. Petersburg-Clearwater, FL",45300,2023,2,525.73,
traditional,all-transactions,quarterly,MSA,"Terre Haute, IN",45460,2023,1,223.07,
traditional,all-transactions,quarterly,MSA,"Terre Haute, IN",45460,2023,2,241.58,
traditional,all-transactions,quarterly,MSA,"Texarkana, TX-AR",45500,2023,1,267.79,
traditional,all-transactions,quarterly,MSA,"Texarkana, TX-AR",45500,2023,2,276.78,
traditional,all-transactions,quarterly,MSA,"The Villages, FL",45540,2023,1,399.24,
traditional,all-transactions,quarterly,MSA,"The Villages, FL",45540,2023,2,406.37,
traditional,all-transactions,quarterly,MSA,"Toledo, OH",45780,2023,1,220.86,
traditional,all-transactions,quarterly,MSA,"Toledo, OH",45780,2023,2,226.17,
traditional,all-transactions,quarterly,MSA,"Topeka, KS",45820,2023,1,257.21,
traditional,all-transactions,quarterly,MSA,"Topeka, KS",45820,2023,2,275.34,
traditional,all-transactions,quarterly,MSA,"Trenton-Princeton, NJ",45940,2023,1,289.04,
traditional,all-transactions,quarterly,MSA,"Trenton-Princeton, NJ",45940,2023,2,298.07,
traditional,all-transactions,quarterly,MSA,"Tucson, AZ",46060,2023,1,348.83,
traditional,all-transactions,quarterly,MSA,"Tucson, AZ",46060,2023,2,354.23,
traditional,all-transactions,quarterly,MSA,"Tulsa, OK",46140,2023,1,296.44,
traditional,all-transactions,quarterly,MSA,"Tulsa, OK",46140,2023,2,305.95,
traditional,all-transactions,quarterly,MSA,"Tuscaloosa, AL",46220,2023,1,269.71,
traditional,all-transactions,quarterly,MSA,"Tuscaloosa, AL",46220,2023,2,279.57,
traditional,all-transactions,quarterly,MSA,"Twin Falls, ID",46300,2023,1,402.78,
traditional,all-transactions,quarterly,MSA,"Twin Falls, ID",46300,2023,2,400.86,
traditional,all-transactions,quarterly,MSA,"Tyler, TX",46340,2023,1,332.44,
traditional,all-transactions,quarterly,MSA,"Tyler, TX",46340,2023,2,340.64,
traditional,all-transactions,quarterly,MSA,"Urban Honolulu, HI",46520,2023,1,315.99,
traditional,all-transactions,quarterly,MSA,"Urban Honolulu, HI",46520,2023,2,308.84,
traditional,all-transactions,quarterly,MSA,"Utica-Rome, NY",46540,2023,1,271.34,
traditional,all-transactions,quarterly,MSA,"Utica-Rome, NY",46540,2023,2,291.83,
traditional,all-transactions,quarterly,MSA,"Valdosta, GA",46660,2023,1,238.68,
traditional,all-transactions,quarterly,MSA,"Valdosta, GA",46660,2023,2,235.32,
traditional,all-transactions,quarterly,MSA,"Vallejo, CA",46700,2023,1,369.3,
traditional,all-transactions,quarterly,MSA,"Vallejo, CA",46700,2023,2,378.87,
traditional,all-transactions,quarterly,MSA,"Victoria, TX",47020,2023,1,329.55,
traditional,all-transactions,quarterly,MSA,"Victoria, TX",47020,2023,2,337.3,
traditional,all-transactions,quarterly,MSA,"Vineland-Bridgeton, NJ",47220,2023,1,256.93,
traditional,all-transactions,quarterly,MSA,"Vineland-Bridgeton, NJ",47220,2023,2,281.97,
traditional,all-transactions,quarterly,MSA,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023,1,323.46,
traditional,all-transactions,quarterly,MSA,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023,2,337.73,
traditional,all-transactions,quarterly,MSA,"Visalia, CA",47300,2023,1,313.83,
traditional,all-transactions,quarterly,MSA,"Visalia, CA",47300,2023,2,314.84,
traditional,all-transactions,quarterly,MSA,"Waco, TX",47380,2023,1,379.56,
traditional,all-transactions,quarterly,MSA,"Waco, TX",47380,2023,2,389.45,
traditional,all-transactions,quarterly,MSA,"Walla Walla, WA",47460,2023,1,395.74,
traditional,all-transactions,quarterly,MSA,"Walla Walla, WA",47460,2023,2,402.85,
traditional,all-transactions,quarterly,MSA,"Warner Robins, GA",47580,2023,1,248.16,
traditional,all-transactions,quarterly,MSA,"Warner Robins, GA",47580,2023,2,258.68,
traditional,all-transactions,quarterly,MSA,"Warren-Troy-Farmington Hills, MI (MSAD)",47664,2023,1,251.1,
traditional,all-transactions,quarterly,MSA,"Warren-Troy-Farmington Hills, MI (MSAD)",47664,2023,2,262.63,
traditional,all-transactions,quarterly,MSA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSAD)",47894,2023,1,357.49,
traditional,all-transactions,quarterly,MSA,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSAD)",47894,2023,2,371.52,
traditional,all-transactions,quarterly,MSA,"Waterloo-Cedar Falls, IA",47940,2023,1,304.19,
traditional,all-transactions,quarterly,MSA,"Waterloo-Cedar Falls, IA",47940,2023,2,308.43,
traditional,all-transactions,quarterly,MSA,"Watertown-Fort Drum, NY",48060,2023,2,290.72,
traditional,all-transactions,quarterly,MSA,"Wausau-Weston, WI",48140,2023,1,252.46,
traditional,all-transactions,quarterly,MSA,"Wausau-Weston, WI",48140,2023,2,270.43,
traditional,all-transactions,quarterly,MSA,"Weirton-Steubenville, WV-OH",48260,2023,1,274.95,
traditional,all-transactions,quarterly,MSA,"Weirton-Steubenville, WV-OH",48260,2023,2,275.27,
traditional,all-transactions,quarterly,MSA,"Wenatchee, WA",48300,2023,1,394.25,
traditional,all-transactions,quarterly,MSA,"Wenatchee, WA",48300,2023,2,394.19,
traditional,all-transactions,quarterly,MSA,"West Palm Beach-Boca Raton-Boynton Beach, FL (MSAD)",48424,2023,1,503.3,
traditional,all-transactions,quarterly,MSA,"West Palm Beach-Boca Raton-Boynton Beach, FL (MSAD)",48424,2023,2,520.9,
traditional,all-transactions,quarterly,MSA,"Wheeling, WV-OH",48540,2023,1,231.4,
traditional,all-transactions,quarterly,MSA,"Wheeling, WV-OH",48540,2023,2,241.94,
traditional,all-transactions,quarterly,MSA,"Wichita, KS",48620,2023,1,265.29,
traditional,all-transactions,quarterly,MSA,"Wichita, KS",48620,2023,2,274.27,
traditional,all-transactions,quarterly,MSA,"Wichita Falls, TX",48660,2023,1,278.54,
traditional,all-transactions,quarterly,MSA,"Wichita Falls, TX",48660,2023,2,282.07,
traditional,all-transactions,quarterly,MSA,"Williamsport, PA",48700,2023,1,274.93,
traditional,all-transactions,quarterly,MSA,"Williamsport, PA",48700,2023,2,267.44,
traditional,all-transactions,quarterly,MSA,"Wilmington, DE-MD-NJ (MSAD)",48864,2023,1,284.88,
traditional,all-transactions,quarterly,MSA,"Wilmington, DE-MD-NJ (MSAD)",48864,2023,2,290.06,
traditional,all-transactions,quarterly,MSA,"Wilmington, NC",48900,2023,1,389.83,
traditional,all-transactions,quarterly,MSA,"Wilmington, NC",48900,2023,2,400.05,
traditional,all-transactions,quarterly,MSA,"Winchester, VA-WV",49020,2023,1,309.35,
traditional,all-transactions,quarterly,MSA,"Winchester, VA-WV",49020,2023,2,325.0,
traditional,all-transactions,quarterly,MSA,"Winston-Salem, NC",49180,2023,1,270.29,
traditional,all-transactions,quarterly,MSA,"Winston-Salem, NC",49180,2023,2,284.17,
traditional,all-transactions,quarterly,MSA,"Worcester, MA-CT",49340,2023,1,345.83,
traditional,all-transactions,quarterly,MSA,"Worcester, MA-CT",49340,2023,2,362.29,
traditional,all-transactions,quarterly,MSA,"Yakima, WA",49420,2023,1,312.55,
traditional,all-transactions,quarterly,MSA,"Yakima, WA",49420,2023,2,330.05,
traditional,all-transactions,quarterly,MSA,"York-Hanover, PA",49620,2023,1,257.77,
traditional,all-transactions,quarterly,MSA,"York-Hanover, PA",49620,2023,2,260.4,
traditional,all-transactions,quarterly,MSA,"Youngstown-Warren-Boardman, OH-PA",49660,2023,1,230.98,
traditional,all-transactions,quarterly,MSA,"Youngstown-Warren-Boardman, OH-PA",49660,2023,2,244.53,
traditional,all-transactions,quarterly,MSA,"Yuba City, CA",49700,2023,1,344.34,
traditional,all-transactions,quarterly,MSA,"Yuba City, CA",49700,2023,2,353.85,
traditional,all-transactions,quarterly,MSA,"Yuma, AZ",49740,2023,1,298.41,
traditional,all-transactions,quarterly,MSA,"Yuma, AZ",49740,2023,2,315.52,
traditional,all-transactions,quarterly,State,Alaska,AK,2023,1,428.45,
traditional,all-transactions,quarterly,State,Alaska,AK,2023,2,438.44,
traditional,all-transactions,quarterly,State,Alabama,AL,2023,1,481.2,
traditional,all-transactions,quarterly,State,Alabama,AL,2023,2,488.98,
traditional,all-transactions,quarterly,State,Arkansas,AR,2023,1,424.7,
traditional,all-transactions,quarterly,State,Arkansas,AR,2023,2,434.88,
traditional,all-transactions,quarterly,State,Arizona,AZ,2023,1,672.86,
traditional,all-transactions,quarterly,State,Arizona,AZ,2023,2,685.7,
traditional,all-transactions,quarterly,State,California,CA,2023,1,892.69,
traditional,all-transactions,quarterly,State,California,CA,2023,2,914.96,
traditional,all-transactions,quarterly,State,Colorado,CO,2023,1,811.18,
traditional,all-transactions,quarterly,State,Colorado,CO,2023,2,832.2,
traditional,all-transactions,quarterly,State,Connecticut,CT,2023,1,571.32,
